Pokemon_1,Type_1,Type_number_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2,Type_2,Type_number_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner,Index,N_Pokemon_1,N_Pokemon_2
Solgaleo,Psychic,14,137,137,107,97,453,Kakuna,Bug,4,45,25,50,35,-119,1,919,791,14
Lunala,Psychic,14,137,113,89,97,361,Karrablast,Bug,4,50,75,45,60,117,1,920,792,588
Nihilego,Rock,15,109,53,47,103,299.5,Kricketot,Bug,4,37,25,41,25,22,1,921,793,401
Buzzwole,Bug,4,107,139,139,79,421.5,Kricketune,Bug,4,77,85,51,65,139,1,922,794,402
Pheromosa,Bug,4,71,137,37,151,353.5,Larvesta,Bug,4,55,85,55,60,186.5,1,923,795,636
Xurkitree,Electric,8,83,89,71,83,223,Leavanny,Bug,4,75,103,80,92,305.5,0,924,796,542
Celesteela,Steel,12,97,101,103,61,353.25,Ledian,Bug,4,55,35,50,85,124,1,925,797,166
Kartana,Grass,1,59,181,131,109,460,Ledyba,Bug,4,40,20,30,55,99.75,1,926,798,165
Guzzlord,Dark,6,223,101,53,43,300,Masquerain,Bug,4,70,60,62,80,171,1,927,799,284
Necrozma,Psychic,14,97,107,101,79,159,Mega Beedrill,Bug,4,65,150,40,145,186,0,928,800,15
Dusk Mane Necrozma,Psychic,14,97,157,127,77,273,Mega Heracross,Bug,4,80,185,115,75,141,1,929,800,214
Dawn Wings Necrozma,Psychic,14,97,113,109,77,241,Mega Pinsir,Bug,4,65,155,120,105,332,0,930,800,127
Ultra Necrozma,Psychic,14,97,167,97,129,190,Mega Scizor,Bug,4,70,150,140,75,351.5,0,931,800,212
Magearna,Steel,12,80,95,115,65,350,Metapod,Bug,4,50,20,55,30,60,1,932,801,11
Marshadow,Fighting,13,90,125,80,125,396.5,Mothim,Bug,4,70,94,50,66,155,1,933,802,414
Poipole,Poison,7,67,73,67,73,257.5,Nincada,Bug,4,31,45,90,40,169.5,1,934,803,290
Naganadel,Poison,7,73,73,73,121,295,Ninjask,Bug,4,61,90,45,160,283,1,935,804,291
Stakataka,Rock,15,61,131,211,13,393.5,Orbeetle,Bug,4,60,45,110,90,43,1,936,805,826
Blacephalon,Fire,2,53,127,53,107,322.5,Paras,Bug,4,35,70,55,25,-323,1,937,806,46
Zeraora,Electric,8,88,112,75,143,323,Parasect,Bug,4,60,95,80,30,209,1,938,807,47
Meltan,Steel,12,46,65,65,34,141.5,Pheromosa,Bug,4,71,137,37,151,331,0,939,808,795
Melmetal,Steel,12,135,143,143,34,422.5,Pineco,Bug,4,50,65,90,15,77,1,940,809,204
Grookey,Grass,1,50,65,50,65,-20,Pinsir,Bug,4,65,125,100,85,342.5,0,941,810,127
Thwackey,Grass,1,70,85,70,80,195,Ribombee,Bug,4,60,55,60,124,256.5,0,942,811,743
Rillaboom,Grass,1,100,125,90,85,330,Scatterbug,Bug,4,38,35,40,35,85.5,1,943,812,664
Scorbunny,Fire,2,50,71,40,69,165,Scizor,Bug,4,70,130,100,65,81,1,944,813,212
Raboot,Fire,2,65,86,60,94,255,Scolipede,Bug,4,60,100,89,112,189,1,945,814,545
Cinderace,Fire,2,80,116,75,119,335,Scyther,Bug,4,70,110,80,105,133,1,946,815,123
Sobble,Water,3,50,40,40,70,147,Sewaddle,Bug,4,45,53,70,42,190,0,947,816,540
Drizzile,Water,3,65,60,55,90,180,Shedinja,Bug,4,1,90,45,40,176,1,948,817,292
Inteleon,Water,3,70,85,65,120,300,Shelmet,Bug,4,50,40,85,25,115,1,949,818,616
Skwovet,Normal,5,70,55,55,25,195,Shuckle,Bug,4,20,10,230,5,237.5,0,950,819,213
Greedent,Normal,5,120,95,95,20,295,Silcoon,Bug,4,50,35,55,15,60,1,951,820,266
Rookidee,Flying,18,38,47,35,57,166,Spewpa,Bug,4,45,22,60,29,62,1,952,821,665
Corvisquire,Flying,18,68,67,55,77,237,Spinarak,Bug,4,40,60,40,30,36,1,953,822,167
Corviknight,Flying,18,98,87,105,67,349.5,Surskit,Bug,4,40,30,32,65,-7,1,954,823,283
Blipbug,Bug,4,25,20,20,45,47,Swadloon,Bug,4,55,63,90,42,210,0,955,824,541
Dottler,Bug,4,50,35,80,30,105,Venipede,Bug,4,30,45,59,57,173.5,0,956,825,543
Orbeetle,Bug,4,60,45,110,90,175,Venomoth,Bug,4,70,65,60,90,262.5,0,957,826,49
Nickit,Dark,6,40,28,28,50,36,Venonat,Bug,4,60,55,50,45,182,0,958,827,48
Thievul,Dark,6,70,58,58,90,116,Vespiquen,Bug,4,70,80,102,40,234,0,959,828,416
Gossifleur,Grass,1,40,40,60,10,10,Vikavolt,Bug,4,77,70,90,43,260,0,960,829,738
Eldegoss,Grass,1,60,50,90,60,156,Vivillon,Bug,4,80,52,50,89,258.5,0,961,830,666
Wooloo,Normal,5,42,40,55,48,112,Volbeat,Bug,4,65,73,75,85,258,0,962,831,313
Dubwool,Normal,5,72,80,100,88,280,Volcarona,Bug,4,85,60,65,100,230,1,963,832,637
Chewtle,Water,3,50,64,50,44,173,Weedle,Bug,4,40,35,30,50,91,1,964,833,13
Drednaw,Water,3,90,115,90,74,314,Whirlipede,Bug,4,40,55,99,47,126,1,965,834,544
Yamper,Electric,8,59,45,50,26,145,Wimpod,Bug,4,25,35,40,80,90,1,966,835,767
Boltund,Electric,8,69,90,60,121,281,Wormadam Plant Cloak,Bug,4,60,59,85,36,195,1,967,836,413
Rolycoly,Rock,15,30,40,50,30,71,Wormadam Sandy Cloak,Bug,4,60,79,105,36,240,0,968,837,413
Carkol,Rock,15,80,60,90,50,245.5,Wormadam Trash Cloak,Bug,4,60,69,95,36,200,1,969,838,413
Coalossal,Rock,15,110,80,120,30,317.5,Wurmple,Bug,4,45,45,35,20,-15,1,970,839,265
Applin,Grass,1,40,40,80,20,50,Yanma,Bug,4,65,65,45,95,260,0,971,840,193
Flapple,Grass,1,70,110,80,70,178,Yanmega,Bug,4,86,76,86,95,315.5,0,972,841,469
Appletun,Grass,1,110,85,80,30,165,Accelgor,Bug,4,80,70,40,145,292.5,0,973,842,617
Silicobra,Ground,9,52,57,75,46,140,Ariados,Bug,4,70,90,70,40,213,0,974,843,168
Sandaconda,Ground,9,72,107,125,71,305,Beautifly,Bug,4,60,70,50,65,245,1,975,844,267
Cramorant,Flying,18,70,85,55,85,250,Beedrill,Bug,4,65,90,40,75,100,1,976,845,15
Arrokuda,Water,3,41,63,40,66,190,Blipbug,Bug,4,25,20,20,45,47,1,977,846,824
Barraskewda,Water,3,61,123,60,136,351,Burmy,Bug,4,40,29,45,36,27,1,978,847,412
Toxel,Electric,8,40,38,35,40,130.5,Butterfree,Bug,4,60,45,50,70,149,0,979,848,12
Toxtricity Low Key Form,Electric,8,75,98,70,75,248.5,Buzzwole,Bug,4,107,139,139,79,366,0,980,849,794
Toxtricity Amped Form,Electric,8,75,98,70,75,300.5,Cascoon,Bug,4,50,35,55,15,57,1,981,849,268
Sizzlipede,Fire,2,50,65,45,45,190,Caterpie,Bug,4,45,30,35,45,25,1,982,850,10
Centiskorch,Fire,2,100,115,65,65,304,Charjabug,Bug,4,57,82,95,36,40,1,983,851,737
Clobbopus,Fighting,13,50,68,60,32,195,Combee,Bug,4,30,30,42,70,104,1,984,852,415
Grapploct,Fighting,13,80,118,90,42,277.5,Crustle,Bug,4,70,105,125,45,227,1,985,853,558
Sinistea,Ghost,16,40,45,45,50,157.5,Cutiefly,Bug,4,40,45,40,84,164,0,986,854,742
Polteageist,Ghost,16,60,65,65,70,242.5,Dottler,Bug,4,50,35,80,30,65,1,987,855,825
Hatenna,Psychic,14,42,30,45,39,-62,Durant,Bug,4,58,109,112,109,373,0,988,856,632
Hattrem,Psychic,14,57,40,65,49,111,Dustox,Bug,4,60,50,70,65,165,0,989,857,269
Hatterene,Psychic,14,57,90,95,29,206,Dwebble,Bug,4,50,65,85,55,165,1,990,858,557
Impidimp,Dark,6,45,45,30,50,35,Escavalier,Bug,4,70,135,105,20,285,0,991,859,589
Morgrem,Dark,6,65,60,45,70,150,Forretress,Bug,4,75,90,140,40,285,0,992,860,205
Grimmsnarl,Dark,6,95,120,65,60,263,Galvantula,Bug,4,70,77,60,108,195,1,993,861,596
Obstagoon,Dark,6,93,90,101,95,139,Genesect,Bug,4,71,120,95,99,295,0,994,862,649
Perrserker,Steel,12,70,110,100,50,267.5,Golisopod,Bug,4,75,125,140,40,325,0,995,863,768
Cursola,Ghost,16,60,95,50,30,204,Grubbin,Bug,4,47,62,45,46,105,1,996,864,736
Sirfetch'd,Fighting,13,62,135,95,65,294.5,Heracross,Bug,4,80,125,75,85,95,1,997,865,214
Mr. Rime,Psychic,14,80,85,75,70,216,Illumise,Bug,4,65,47,75,85,187,1,998,866,314
Runerigus,Ground,9,58,95,145,30,304.5,Joltik,Bug,4,50,47,50,65,117,1,999,867,595
Milcery,Fairy,11,45,40,40,34,146.5,Kakuna,Bug,4,45,25,50,35,135,1,1000,868,14
Alcremie,Fairy,11,65,60,75,64,226.5,Karrablast,Bug,4,50,75,45,60,170,1,1001,869,588
Falinks,Fighting,13,65,100,100,75,327.5,Kricketot,Bug,4,37,25,41,25,28,1,1002,870,401
Pincurchin,Electric,8,48,101,95,15,174,Kricketune,Bug,4,77,85,51,65,177,0,1003,871,402
Snom,Ice,10,30,25,35,20,25,Larvesta,Bug,4,55,85,55,60,242.5,0,1004,872,636
Frosmoth,Ice,10,70,65,60,65,157,Leavanny,Bug,4,75,103,80,92,220,0,1005,873,542
Stonjourner,Rock,15,100,125,135,70,395,Ledian,Bug,4,55,35,50,85,-275,1,1006,874,166
Eiscue Ice Face,Ice,10,75,80,110,50,295,Ledyba,Bug,4,40,20,30,55,-15,1,1007,875,165
Eiscue Noice Face,Ice,10,75,80,70,130,295,Masquerain,Bug,4,70,60,62,80,112,1,1008,875,284
Indeedee Male,Psychic,14,60,65,55,95,-25,Mega Beedrill,Bug,4,65,150,40,145,270,0,1009,876,15
Indeedee Female,Psychic,14,70,55,65,85,-95,Mega Heracross,Bug,4,80,185,115,75,345,0,1010,876,214
Morpeko Full Belly Mode,Electric,8,58,95,58,97,-2,Mega Pinsir,Bug,4,65,155,120,105,255,0,1011,877,127
Morpeko Hangry Mode,Electric,8,58,95,58,97,8,Mega Scizor,Bug,4,70,150,140,75,340,0,1012,877,212
Cufant,Steel,12,72,80,49,40,231,Metapod,Bug,4,50,20,55,30,75,1,1013,878,11
Copperajah,Steel,12,122,130,69,30,304,Mothim,Bug,4,70,94,50,66,150,1,1014,879,414
Dracozolt,Electric,8,90,100,90,75,310,Nincada,Bug,4,31,45,90,40,206,1,1015,880,290
Arctozolt,Electric,8,90,100,90,55,245,Ninjask,Bug,4,61,90,45,160,156,1,1016,881,291
Dracovish,Water,3,90,90,100,75,310,Orbeetle,Bug,4,60,45,110,90,215,1,1017,882,826
Arctovish,Water,3,90,90,100,55,265,Paras,Bug,4,35,70,55,25,140,1,1018,883,46
Duraludon,Steel,12,70,95,115,85,317.5,Parasect,Bug,4,60,95,80,30,170,1,1019,884,47
Dreepy,Dragon,17,28,60,30,82,131.5,Pheromosa,Bug,4,71,137,37,151,336,0,1020,885,795
Drakloak,Dragon,17,68,80,50,102,267.5,Pineco,Bug,4,50,65,90,15,140,1,1021,886,204
Dragapult,Dragon,17,88,120,75,142,362.5,Pinsir,Bug,4,65,125,100,85,255,1,1022,887,127
Zacian Crowned Sword,Fairy,11,92,170,115,148,511.25,Ribombee,Bug,4,60,55,60,124,129,1,1023,888,743
Zacian Hero of Many Battles,Fairy,11,92,130,115,138,457.5,Scatterbug,Bug,4,38,35,40,35,18,1,1024,888,664
Zamazenta Crowned Shield,Fighting,13,92,130,145,128,462.5,Scizor,Bug,4,70,130,100,65,300,1,1025,889,212
Zamazenta Hero of Many Battles,Fighting,13,92,130,115,138,425,Scolipede,Bug,4,60,100,89,112,296,1,1026,889,545
Eternatus,Poison,7,140,85,95,130,395,Scyther,Bug,4,70,110,80,105,280,1,1027,890,123
Eternatus Eternamax,Poison,7,255,115,250,130,723.5,Sewaddle,Bug,4,45,53,70,42,-20,1,1028,890,540
Bulbasaur,Grass,1,45,49,49,45,188,Absol,Dark,6,65,130,60,75,281,0,1029,1,359
Ivysaur,Grass,1,60,62,63,60,245,Alolan Meowth,Dark,6,40,35,35,90,138,1,1030,2,52
Venusaur,Grass,1,80,82,83,80,325,Alolan Persian,Dark,6,65,60,60,115,218,1,1031,3,53
Mega Venusaur,Grass,1,80,100,123,80,383,Alolan Raticate,Dark,6,75,71,70,77,193,1,1032,3,20
Charmander,Fire,2,39,52,43,65,199,Alolan Rattata,Dark,6,30,56,35,72,141,1,1033,4,19
Charmeleon,Fire,2,58,64,58,80,260,Bisharp,Dark,6,65,125,100,70,232,1,1034,5,625
Charizard,Fire,2,78,84,78,100,340,Darkrai,Dark,6,70,90,90,125,291,1,1035,6,491
Mega Charizard X,Fire,2,78,130,111,100,419,Deino,Dark,6,52,65,50,38,140,1,1036,6,633
Mega Charizard Y,Fire,2,78,104,78,100,360,Galarian Linoone,Dark,6,78,70,61,100,205,1,1037,6,264
Squirtle,Water,3,44,48,65,43,200,Galarian Zigzagoon,Dark,6,38,30,41,60,121,1,1038,7,263
Wartortle,Water,3,59,63,80,58,260,Grimmsnarl,Dark,6,95,120,65,60,277,0,1039,8,861
Blastoise,Water,3,79,83,100,78,340,Guzzlord,Dark,6,223,101,53,43,378.5,0,1040,9,799
Mega Blastoise,Water,3,79,103,120,78,380,Honchkrow,Dark,6,100,125,52,71,245,1,1041,9,430
Caterpie,Bug,4,45,30,35,45,155,Houndoom,Dark,6,75,90,50,95,280,0,1042,10,229
Metapod,Bug,4,50,20,55,30,155,Houndour,Dark,6,45,60,30,65,180,0,1043,11,228
Butterfree,Bug,4,60,45,50,70,225,Hydreigon,Dark,6,92,105,90,98,295,0,1044,12,635
Weedle,Bug,4,40,35,30,50,155,Impidimp,Dark,6,45,45,30,50,135,1,1045,13,859
Kakuna,Bug,4,45,25,50,35,155,Inkay,Dark,6,53,54,53,45,105,1,1046,14,686
Beedrill,Bug,4,65,90,40,75,270,Liepard,Dark,6,64,88,50,106,128,1,1047,15,510
Mega Beedrill,Bug,4,65,150,40,145,400,Malamar,Dark,6,86,92,88,73,-261,1,1048,15,687
Pidgey,Normal,5,40,45,40,56,181,Mandibuzz,Dark,6,110,65,105,80,315,0,1049,16,630
Pidgeotto,Normal,5,63,60,55,71,249,Mega Absol,Dark,6,65,150,60,115,330,0,1050,17,359
Pidgeot,Normal,5,83,80,75,101,339,Mega Houndoom,Dark,6,75,90,90,115,290,1,1051,18,229
Mega Pidgeot,Normal,5,83,80,80,121,364,Mega Sableye,Dark,6,50,85,125,20,280,1,1052,18,302
Rattata,Normal,5,30,56,35,72,193,Mightyena,Dark,6,70,90,70,70,244,0,1053,19,262
Alolan Rattata,Dark,6,30,56,35,72,193,Morgrem,Dark,6,65,60,45,70,226,0,1054,19,860
Raticate,Normal,5,55,81,60,97,293,Murkrow,Dark,6,60,85,42,91,197,1,1055,20,198
Alolan Raticate,Dark,6,75,71,70,77,293,Nickit,Dark,6,40,28,28,50,110.5,1,1056,20,827
Spearow,Normal,5,40,60,30,70,200,Obstagoon,Dark,6,93,90,101,95,319,0,1057,21,862
Fearow,Normal,5,65,90,65,100,320,Pawniard,Dark,6,45,85,70,60,215,1,1058,22,624
Ekans,Poison,7,35,60,44,55,194,Poochyena,Dark,6,35,55,35,35,100,1,1059,23,261
Arbok,Poison,7,60,95,69,80,304,Purrloin,Dark,6,41,50,37,66,99,1,1060,24,509
Pikachu,Electric,8,35,55,40,90,220,Sableye,Dark,6,50,75,75,50,195,1,1061,25,302
Partner Pikachu,Electric,8,45,80,50,120,295,Scrafty,Dark,6,65,90,115,58,248,1,1062,25,560
Raichu,Electric,8,60,90,55,110,315,Scraggy,Dark,6,50,75,70,48,153,1,1063,26,559
Alolan Raichu,Electric,8,60,85,50,110,305,Sneasel,Dark,6,55,95,55,115,235,1,1064,26,215
Sandshrew,Ground,9,50,75,85,40,250,Thievul,Dark,6,70,58,58,90,201,1,1065,27,828
Alolan Sandshrew,Ice,10,50,75,90,40,255,Umbreon,Dark,6,95,65,110,65,260,0,1066,27,197
Sandslash,Ground,9,75,100,110,65,350,Vullaby,Dark,6,70,55,75,60,260,1,1067,28,629
Alolan Sandslash,Ice,10,75,100,120,65,360,Weavile,Dark,6,70,120,65,125,330,1,1068,28,461
Nidoranâ™€,Poison,7,55,47,52,41,195,Yveltal,Dark,6,126,131,95,99,404,0,1069,29,717
Nidorina,Poison,7,70,62,67,56,255,Zoroark,Dark,6,60,105,60,105,268,0,1070,30,571
Nidoqueen,Poison,7,90,92,87,76,345,Zorua,Dark,6,40,65,40,65,118,1,1071,31,570
Nidoranâ™‚,Poison,7,46,57,40,50,193,Zweilous,Dark,6,72,85,70,58,228,0,1072,32,634
Nidorino,Poison,7,61,72,57,65,255,Absol,Dark,6,65,130,60,75,258,0,1073,33,359
Nidoking,Poison,7,81,102,77,85,345,Alolan Meowth,Dark,6,40,35,35,90,98,1,1074,34,52
Clefairy,Fairy,11,70,45,48,35,198,Alolan Persian,Dark,6,65,60,60,115,210,0,1075,35,53
Clefable,Fairy,11,95,70,73,60,298,Alolan Raticate,Dark,6,75,71,70,77,153,1,1076,36,20
Vulpix,Fire,2,38,41,40,65,184,Alolan Rattata,Dark,6,30,56,35,72,152,1,1077,37,19
Alolan Vulpix,Ice,10,38,41,40,65,184,Bisharp,Dark,6,65,125,100,70,339.5,0,1078,37,625
Ninetales,Fire,2,73,76,75,100,324,Darkrai,Dark,6,70,90,90,125,299,1,1079,38,491
Alolan Ninetales,Ice,10,73,67,75,109,324,Deino,Dark,6,52,65,50,38,71,1,1080,38,633
Jigglypuff,Normal,5,115,45,20,20,200,Galarian Linoone,Dark,6,78,70,61,100,264,0,1081,39,264
Wigglytuff,Normal,5,140,70,45,45,300,Galarian Zigzagoon,Dark,6,38,30,41,60,99,1,1082,40,263
Zubat,Poison,7,40,45,35,55,175,Grimmsnarl,Dark,6,95,120,65,60,250,0,1083,41,861
Golbat,Poison,7,75,80,70,90,315,Guzzlord,Dark,6,223,101,53,43,340,0,1084,42,799
Oddish,Grass,1,45,50,55,30,180,Honchkrow,Dark,6,100,125,52,71,323,0,1085,43,430
Gloom,Grass,1,60,65,70,40,235,Houndoom,Dark,6,75,90,50,95,277.5,0,1086,44,229
Vileplume,Grass,1,75,80,85,50,290,Houndour,Dark,6,45,60,30,65,160,1,1087,45,228
Paras,Bug,4,35,70,55,25,185,Hydreigon,Dark,6,92,105,90,98,245,0,1088,46,635
Parasect,Bug,4,60,95,80,30,265,Impidimp,Dark,6,45,45,30,50,75,1,1089,47,859
Venonat,Bug,4,60,55,50,45,210,Inkay,Dark,6,53,54,53,45,-15,1,1090,48,686
Venomoth,Bug,4,70,65,60,90,285,Liepard,Dark,6,64,88,50,106,178,1,1091,49,510
Diglett,Ground,9,10,55,25,95,185,Malamar,Dark,6,86,92,88,73,284,0,1092,50,687
Alolan Diglett,Ground,9,10,55,30,90,185,Mandibuzz,Dark,6,110,65,105,80,360,0,1093,50,630
Dugtrio,Ground,9,35,100,50,120,305,Mega Absol,Dark,6,65,150,60,115,290,1,1094,51,359
Alolan Dugtrio,Ground,9,35,100,60,110,305,Mega Houndoom,Dark,6,75,90,90,115,170,1,1095,51,229
Meowth,Normal,5,40,45,35,90,210,Mega Sableye,Dark,6,50,85,125,20,280,0,1096,52,302
Alolan Meowth,Dark,6,40,35,35,90,200,Mightyena,Dark,6,70,90,70,70,282.5,0,1097,52,262
Galarian Meowth,Steel,12,50,65,55,40,210,Morgrem,Dark,6,65,60,45,70,110,1,1098,52,860
Persian,Normal,5,65,70,60,115,310,Murkrow,Dark,6,60,85,42,91,208,1,1099,53,198
Alolan Persian,Dark,6,65,60,60,115,300,Nickit,Dark,6,40,28,28,50,116,1,1100,53,827
Psyduck,Water,3,50,52,48,55,205,Obstagoon,Dark,6,93,90,101,95,327,0,1101,54,862
Golduck,Water,3,80,82,78,85,325,Pawniard,Dark,6,45,85,70,60,178,1,1102,55,624
Mankey,Fighting,13,40,80,35,70,225,Poochyena,Dark,6,35,55,35,35,0,1,1103,56,261
Primeape,Fighting,13,65,105,60,95,325,Purrloin,Dark,6,41,50,37,66,-16,1,1104,57,509
Growlithe,Fire,2,55,70,45,60,230,Sableye,Dark,6,50,75,75,50,180,1,1105,58,302
Arcanine,Fire,2,90,110,80,95,375,Scrafty,Dark,6,65,90,115,58,218,1,1106,59,560
Poliwag,Water,3,40,50,40,90,220,Scraggy,Dark,6,50,75,70,48,193,1,1107,60,559
Poliwhirl,Water,3,65,65,65,90,285,Sneasel,Dark,6,55,95,55,115,255,1,1108,61,215
Poliwrath,Water,3,90,95,95,70,350,Thievul,Dark,6,70,58,58,90,181,1,1109,62,828
Abra,Psychic,14,25,20,15,90,150,Umbreon,Dark,6,95,65,110,65,335,0,1110,63,197
Kadabra,Psychic,14,40,35,30,105,210,Vullaby,Dark,6,70,55,75,60,260,0,1111,64,629
Alakazam,Psychic,14,55,50,45,120,270,Weavile,Dark,6,70,120,65,125,380,0,1112,65,461
Mega Alakazam,Psychic,14,55,50,65,150,320,Yveltal,Dark,6,126,131,95,99,451,0,1113,65,717
Machop,Fighting,13,70,80,50,35,235,Zoroark,Dark,6,60,105,60,105,170,1,1114,66,571
Machoke,Fighting,13,80,100,70,45,295,Zorua,Dark,6,40,65,40,65,10,1,1115,67,570
Machamp,Fighting,13,90,130,80,55,355,Zweilous,Dark,6,72,85,70,58,-235,1,1116,68,634
Bellsprout,Grass,1,50,75,35,40,200,Absol,Dark,6,65,130,60,75,255,0,1117,69,359
Weepinbell,Grass,1,65,90,50,55,260,Alolan Meowth,Dark,6,40,35,35,90,110,1,1118,70,52
Victreebel,Grass,1,80,105,65,70,320,Alolan Persian,Dark,6,65,60,60,115,195,1,1119,71,53
Tentacool,Water,3,40,40,35,70,185,Alolan Raticate,Dark,6,75,71,70,77,253,0,1120,72,20
Tentacruel,Water,3,80,70,65,100,315,Alolan Rattata,Dark,6,30,56,35,72,123,1,1121,73,19
Geodude,Rock,15,40,80,100,20,240,Bisharp,Dark,6,65,125,100,70,320,0,1122,74,625
Alolan Geodude,Rock,15,40,80,100,20,240,Darkrai,Dark,6,70,90,90,125,295,0,1123,74,491
Graveler,Rock,15,55,95,115,35,300,Deino,Dark,6,52,65,50,38,110,1,1124,75,633
Alolan Graveler,Rock,15,55,95,115,35,300,Galarian Linoone,Dark,6,78,70,61,100,214,1,1125,75,264
Golem,Rock,15,80,120,130,45,375,Galarian Zigzagoon,Dark,6,38,30,41,60,49,1,1126,76,263
Alolan Golem,Rock,15,80,120,130,45,375,Grimmsnarl,Dark,6,95,120,65,60,220,1,1127,76,861
Ponyta,Fire,2,50,85,55,90,280,Guzzlord,Dark,6,223,101,53,43,377.5,0,1128,77,799
Galarian Ponyta,Psychic,14,50,85,55,90,280,Honchkrow,Dark,6,100,125,52,71,348,0,1129,77,430
Rapidash,Fire,2,65,100,70,105,340,Houndoom,Dark,6,75,90,50,95,260,1,1130,78,229
Galarian Rapidash,Psychic,14,65,100,70,105,340,Houndour,Dark,6,45,60,30,65,200,1,1131,78,228
Slowpoke,Water,3,90,65,65,15,235,Hydreigon,Dark,6,92,105,90,98,352.5,0,1132,79,635
Slowbro,Water,3,95,75,110,30,310,Impidimp,Dark,6,45,45,30,50,95,1,1133,80,859
Mega Slowbro,Water,3,95,75,180,30,380,Inkay,Dark,6,53,54,53,45,130,1,1134,80,686
Magnemite,Electric,8,25,35,70,45,175,Liepard,Dark,6,64,88,50,106,273,0,1135,81,510
Magneton,Electric,8,50,60,95,70,275,Malamar,Dark,6,86,92,88,73,279,0,1136,82,687
Farfetch'd,Normal,5,52,90,55,60,257,Mandibuzz,Dark,6,110,65,105,80,270,0,1137,83,630
Galarian Farfetch'd,Fighting,13,52,95,55,55,257,Mega Absol,Dark,6,65,150,60,115,200,1,1138,83,359
Doduo,Normal,5,35,85,45,75,240,Mega Houndoom,Dark,6,75,90,90,115,285,0,1139,84,229
Dodrio,Normal,5,60,110,70,110,350,Mega Sableye,Dark,6,50,85,125,20,280,1,1140,85,302
Seel,Water,3,65,45,55,45,210,Mightyena,Dark,6,70,90,70,70,255,0,1141,86,262
Dewgong,Water,3,90,70,80,70,310,Morgrem,Dark,6,65,60,45,70,170,1,1142,87,860
Grimer,Poison,7,80,80,50,25,235,Murkrow,Dark,6,60,85,42,91,198,1,1143,88,198
Alolan Grimer,Poison,7,80,80,50,25,235,Nickit,Dark,6,40,28,28,50,66,1,1144,88,827
Muk,Poison,7,105,105,75,50,335,Obstagoon,Dark,6,93,90,101,95,274,1,1145,89,862
Alolan Muk,Poison,7,105,105,75,50,335,Pawniard,Dark,6,45,85,70,60,260,1,1146,89,624
Shellder,Water,3,30,65,100,40,235,Poochyena,Dark,6,35,55,35,35,95,1,1147,90,261
Cloyster,Water,3,50,95,180,70,395,Purrloin,Dark,6,41,50,37,66,99,1,1148,91,509
Gastly,Ghost,16,30,35,30,80,175,Sableye,Dark,6,50,75,75,50,215,0,1149,92,302
Haunter,Ghost,16,45,50,45,95,235,Scrafty,Dark,6,65,90,115,58,303,0,1150,93,560
Gengar,Ghost,16,60,65,60,110,295,Scraggy,Dark,6,50,75,70,48,210.5,1,1151,94,559
Mega Gengar,Ghost,16,60,65,80,130,335,Sneasel,Dark,6,55,95,55,115,287.5,1,1152,94,215
Onix,Rock,15,35,45,160,70,310,Thievul,Dark,6,70,58,58,90,231,1,1153,95,828
Drowzee,Psychic,14,60,48,45,42,195,Umbreon,Dark,6,95,65,110,65,335,0,1154,96,197
Hypno,Psychic,14,85,73,70,67,295,Vullaby,Dark,6,70,55,75,60,260,1,1155,97,629
Krabby,Water,3,30,105,90,50,275,Weavile,Dark,6,70,120,65,125,275,0,1156,98,461
Kingler,Water,3,55,130,115,75,375,Yveltal,Dark,6,126,131,95,99,321,1,1157,99,717
Voltorb,Electric,8,40,30,50,100,220,Zoroark,Dark,6,60,105,60,105,300,0,1158,100,571
Electrode,Electric,8,60,50,70,150,330,Zorua,Dark,6,40,65,40,65,160,1,1159,101,570
Exeggcute,Grass,1,60,40,80,40,220,Zweilous,Dark,6,72,85,70,58,265,0,1160,102,634
Exeggutor,Grass,1,95,95,85,55,330,Absol,Dark,6,65,130,60,75,235,1,1161,103,359
Alolan Exeggutor,Grass,1,95,105,85,45,330,Alolan Meowth,Dark,6,40,35,35,90,95,1,1162,103,52
Cubone,Ground,9,50,50,95,35,230,Alolan Persian,Dark,6,65,60,60,115,250,0,1163,104,53
Marowak,Ground,9,60,80,110,45,295,Alolan Raticate,Dark,6,75,71,70,77,213,1,1164,105,20
Alolan Marowak,Fire,2,60,80,110,45,295,Alolan Rattata,Dark,6,30,56,35,72,113,1,1165,105,19
Hitmonlee,Fighting,13,50,120,53,87,310,Bisharp,Dark,6,65,125,100,70,240,1,1166,106,625
Hitmonchan,Fighting,13,50,105,79,76,310,Darkrai,Dark,6,70,90,90,125,165,1,1167,107,491
Lickitung,Normal,5,90,55,75,30,250,Deino,Dark,6,52,65,50,38,150,1,1168,108,633
Koffing,Poison,7,40,65,95,35,235,Galarian Linoone,Dark,6,78,70,61,100,244,0,1169,109,264
Weezing,Poison,7,65,90,120,60,335,Galarian Zigzagoon,Dark,6,38,30,41,60,79,1,1170,110,263
Galarian Weezing,Poison,7,65,90,120,60,335,Grimmsnarl,Dark,6,95,120,65,60,160,1,1171,110,861
Rhyhorn,Ground,9,80,85,95,25,285,Guzzlord,Dark,6,223,101,53,43,335,0,1172,111,799
